,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
70,10,10,168,1,1,0,1,0,0,0,1,0,1107,4.44,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71,10,10,168,1,1,0,1,0,0,1,0,0,975,119.99,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,3,7,168,1,1,1,0,1,0,0,1,0,1198,23.04,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
73,2,10,240,1,1,1,0,1,0,0,1,0,776,6.36,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
74,3,7,168,1,1,1,0,1,0,1,0,0,1003,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
75,10,10,120,1,1,1,1,0,0,1,0,0,788,13.78,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76,5,5,120,1,1,1,1,0,0,0,1,0,928,24.59,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
77,0,0,72,1,1,0,0,0,1,0,1,0,837,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
78,5,5,120,1,1,1,1,0,0,1,0,0,1036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79,10,10,168,1,1,0,1,0,0,0,1,0,1342,23.46,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
80,0,0,96,1,0,1,0,0,1,0,1,0,883,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
81,5,5,168,1,0,1,1,0,0,1,0,0,960,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
82,10,10,168,1,1,0,1,0,0,0,1,0,2495,31.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
83,2,10,240,1,1,1,0,1,0,1,0,0,1386,67.03,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
84,5,20,240,0,0,1,0,1,0,1,0,0,947,77.44,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
85,5,20,240,0,0,1,0,1,0,1,0,0,1796,48.44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,0,0,72,1,1,0,0,0,1,0,1,0,1059,6.35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
87,2,10,168,1,0,1,0,1,0,1,0,0,1016,4.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
88,10,10,168,1,1,0,1,0,0,0,1,0,1121,14.98,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
89,0,0,72,1,1,0,0,0,1,1,0,0,1082,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
90,3,7,168,1,1,1,0,1,0,1,0,0,873,9.05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
91,0,0,72,1,1,0,0,0,1,1,0,0,792,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
92,10,10,168,1,1,0,1,0,0,1,0,0,1170,26.68,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
93,10,10,120,1,1,1,1,0,0,1,0,0,1483,19.39,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
94,5,5,168,1,0,1,1,0,0,0,1,0,1741,101.04,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
95,2,10,168,1,0,1,0,1,0,1,0,0,967,8.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
96,0,0,96,1,0,1,0,0,1,0,1,0,938,23.16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
97,5,20,240,0,0,1,0,1,0,1,0,0,1004,26.38,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
98,2,10,168,1,0,1,0,1,0,1,0,0,1252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
99,2,10,240,1,1,1,0,1,0,0,1,0,1443,31.61,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,10,10,168,1,1,0,1,0,0,1,0,0,973,47.05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
101,5,5,120,1,1,1,1,0,0,0,1,0,1840,29.21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,10,10,168,1,1,0,1,0,0,0,1,0,1852,18.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,0,0,72,1,1,0,0,0,1,0,1,0,833,5.66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104,5,20,240,0,0,1,0,1,0,0,1,0,1607,38.02,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
105,3,7,168,1,1,1,0,1,0,0,0,1,1476,78.04,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106,2,10,168,1,0,1,0,1,0,0,1,0,965,2.07,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
107,3,7,168,1,1,1,0,1,0,0,1,0,1136,48.23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
108,5,20,240,0,0,1,0,1,0,0,1,0,1056,45.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
109,0,0,72,1,1,0,0,0,1,0,1,0,808,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
110,2,10,168,1,0,1,0,1,0,0,1,0,2287,34.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
111,2,10,168,1,0,1,0,1,0,1,0,0,1157,39.45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2,10,168,1,0,1,0,1,0,0,1,0,1492,24.85,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
113,3,7,168,1,1,1,0,1,0,0,1,0,2210,17.26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
114,0,0,72,1,1,0,0,0,1,0,1,0,1847,17.79,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
115,2,10,168,1,0,1,0,1,0,1,0,0,1746,47.89,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
116,10,10,168,1,1,0,1,0,0,0,1,0,892,7.11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
117,0,0,72,1,1,0,0,0,1,1,0,0,1269,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
118,5,5,120,1,1,1,1,0,0,0,1,0,1121,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
119,10,10,120,1,1,1,1,0,0,1,0,0,1676,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
120,0,0,96,1,0,1,0,0,1,1,0,0,1789,81.12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
121,10,10,168,1,1,0,1,0,0,0,1,0,1795,107.53,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
122,10,10,168,1,1,0,1,0,0,1,0,0,1630,55.03,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,0,0,72,1,1,0,0,0,1,0,1,0,1125,25.68,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
124,5,5,168,1,0,1,1,0,0,1,0,0,1735,881.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
125,2,10,168,1,0,1,0,1,0,0,1,0,777,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
126,5,5,168,1,0,1,1,0,0,0,1,0,1191,23.05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
127,5,5,120,1,1,1,1,0,0,1,0,0,1425,43.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
128,5,5,120,1,1,1,1,0,0,0,1,0,1987,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
129,10,10,120,1,1,1,1,0,0,1,0,0,895,1.53,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
130,2,10,168,1,0,1,0,1,0,1,0,0,814,24.21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
131,0,0,72,1,1,0,0,0,1,0,1,0,905,0.15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
132,2,10,240,1,1,1,0,1,0,1,0,0,948,86.89,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
133,0,0,96,1,0,1,0,0,1,0,1,0,1013,7.41,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
134,5,5,120,1,1,1,1,0,0,0,1,0,890,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135,0,0,72,1,1,0,0,0,1,1,0,0,816,9.18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
136,0,0,96,1,0,1,0,0,1,1,0,0,900,20.78,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
137,5,5,120,1,1,1,1,0,0,0,1,0,998,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138,5,5,168,1,0,1,1,0,0,0,1,0,2038,4.19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
139,10,10,120,1,1,1,1,0,0,0,1,0,1078,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
140,0,0,96,1,0,1,0,0,1,0,1,0,1703,16.43,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,96,1,0,1,0,0,1,0,1,0,2212,10.03,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
142,3,7,168,1,1,1,0,1,0,0,1,0,1155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
143,10,10,120,1,1,1,1,0,0,0,1,0,1737,24.19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
144,5,5,120,1,1,1,1,0,0,0,1,0,1464,73.58,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
145,0,0,72,1,1,0,0,0,1,0,1,0,846,16.23,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,2,10,240,1,1,1,0,1,0,0,1,0,2444,27.44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
147,10,10,120,1,1,1,1,0,0,1,0,0,1112,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
148,10,10,168,1,1,0,1,0,0,1,0,0,1209,50.02,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
149,2,10,168,1,0,1,0,1,0,1,0,0,971,27.24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,10,10,168,1,1,0,1,0,0,0,1,0,1559,24.41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
151,10,10,168,1,1,0,1,0,0,0,1,0,949,18.31,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
152,2,10,240,1,1,1,0,1,0,1,0,0,1365,64.54,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
153,5,5,120,1,1,1,1,0,0,0,0,1,1521,25.36,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,5,20,240,0,0,1,0,1,0,0,1,0,854,1.93,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
155,3,7,168,1,1,1,0,1,0,0,1,0,1347,31.71,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
156,2,10,240,1,1,1,0,1,0,1,0,0,852,11.34,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
157,2,10,168,1,0,1,0,1,0,1,0,0,1176,925.46,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
158,0,0,96,1,0,1,0,0,1,0,1,0,859,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159,2,10,168,1,0,1,0,1,0,1,0,0,1765,69.18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
160,5,20,240,0,0,1,0,1,0,0,1,0,1411,37.59,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
161,5,5,120,1,1,1,1,0,0,0,1,0,1169,32.03,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
162,10,10,120,1,1,1,1,0,0,0,1,0,2227,16.78,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163,0,0,96,1,0,1,0,0,1,0,1,0,992,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
164,10,10,168,1,1,0,1,0,0,0,1,0,1107,90.49,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
165,0,0,96,1,0,1,0,0,1,1,0,0,1775,13.28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
166,5,5,168,1,0,1,1,0,0,0,1,0,1061,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
167,0,0,96,1,0,1,0,0,1,1,0,0,1318,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
168,10,10,168,1,1,0,1,0,0,0,1,0,914,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
169,0,0,72,1,1,0,0,0,1,0,1,0,1582,89.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
170,3,7,168,1,1,1,0,1,0,0,1,0,1022,86.84,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
171,10,10,168,1,1,0,1,0,0,0,1,0,906,35.67,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
